coverage,id,name,category,standard,n_links,n_live,n_dead,n_unresolved,live_vendors,dead_vendors,projects,project_status,tabs,text_only_sources,dead_links,live_links
partial,electronics.battery-backup-110v-us-only-1500va-900w,Battery Backup (110V US Only) (1500VA/900w),Electronics,,2,1,1,0,Amazon,Amazon,optional-parts,current,1,,https://www.amazon.com/dp/B07RWMLKFM,https://www.amazon.com/dp/B000FBK3QK
partial,electronics.bigtreetech-skr-mini-e3-v2,Bigtreetech SKR mini E3 (v2),Electronics,,2,1,1,0,AliExpress,AliExpress,voron-0.1,legacy,1,,https://www.aliexpress.com/item/33042554065.html,https://s.click.aliexpress.com/e/_9yHMVF
partial,electronics.bigtreetech-skr-pico,Bigtreetech SKR Pico,Electronics,,2,1,1,0,AliExpress,AliExpress,voron-0.2,current,1,,https://www.aliexpress.com/item/33042554065.html,https://s.click.aliexpress.com/e/_DcyyjH5
partial,electronics.dc-dc-psu-buck-converter-24v-to-5v,DC/DC PSU/buck converter - 24V to 5V,Electronics,,3,2,1,0,AliExpress | Amazon,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://s.click.aliexpress.com/e/_dTqN7aZ,https://amzn.to/2KIBNMw | https://s.click.aliexpress.com/e/_Bfg1Siru
partial,electronics.meanwell-lrs-100-24,Meanwell LRS-100-24,Electronics,,3,1,2,0,Mouser,Digi-Key | eBay,voron-0,legacy,1,,https://www.digikey.com/product-detail/en/mean-well-usa-inc/LRS-100-24/1866-3314-ND/7705008 | https://www.ebay.com/itm/Mean-Well-LRS-100-24-Power-Supply-24V-4-5A-108W-Output-85-264VAC-Input/264628907662?epid=667788813&hash=item3d9d1cae8e%3Ag%3ATTEAAOSwyWFeUWIV,https://www.mouser.com/productdetail/mean-well/lrs-100-24?qs=vDxCgdWo2h8VcCv3wQzZdg%3D%3D
partial,electronics.meanwell-lrs-150-24,Meanwell LRS-150-24,Electronics,,2,1,1,0,Mouser,Digi-Key,voron-0.2 voron-0.1,current legacy,2,,https://www.digikey.com/en/products/detail/mean-well-usa-inc/LRS-150-24/7705015,https://www.mouser.com/ProductDetail/MEAN-WELL/LRS-150-24?qs=%2Fha2pyFadujaj%2F6cO0Hh6kYnnLsf9IOqcNQ0fcoOAnOylsolKT1NZQ%3D%3D
partial,electronics.nema17-motor-17hs15-1504s1,NEMA17 Motor 17HS15-1504S1,Electronics,,3,2,1,0,AliExpress | StepperOnline,AliExpress,voron-switchwire voron-m4,current legacy,2,"X (X, Z and Y)",https://www.aliexpress.com/item/32956138636.html,https://www.omc-stepperonline.com/nema-17-bipolar-45ncm-63-74oz-in-1-5a-42x42x39mm-4-wires-w-1m-cable-and-connector.html | https://www.aliexpress.com/item/32589488227.html
partial,electronics.nema17-motor-with-leadscrew-17ls19-1684e-300g,NEMA17 Motor with Leadscrew (17LS19-1684E-300G),Electronics,,2,1,1,0,StepperOnline,AliExpress,voron-1.6.2,legacy,1,,https://www.aliexpress.com/item/32915193041.html,https://www.omc-stepperonline.com/nema-17-external-48mm-stack-168a-lead-8mm031496-length-300mm-17ls19-1684e-300g.html
partial,electronics.nema17-stepper-motor-with-integrated-lead-screw-200mm-t8x8,NEMA17 Stepper Motor with integrated lead screw 200mm T8x8,Electronics,,2,1,1,0,StepperOnline,AliExpress,voron-0.2 voron-0.1,current legacy,2,,https://s.click.aliexpress.com/e/_9JMcTz,https://www.omc-stepperonline.com/nema-17-external-34mm-stack-04a-lead-8mm031496-length-200mm-17ls13-0404e-200g.html
partial,electronics.omron-mouse-button-micro-switch,Omron Mouse Button - Micro Switch,Electronics,,4,3,1,0,Digi-Key,AliExpress,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-0 voron-0.1 voron-1.8 voron-1.6.2 voron-2.2,current legacy,9,,https://s.click.aliexpress.com/e/_d6Ra2OL,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/D2F-5L/Z8846-ND/8593137 | https://www.digikey.com/en/products/detail/omron-electronics-inc-emc-div/D2F-01L/83264 | https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/D2F-5/Z8845-ND/8593136
partial,electronics.omron-tl-q5mc2-npn-nc-5mm-sense,"Omron TL-Q5MC2 - NPN, NC, 5mm Sense",Electronics,,5,4,1,0,AliExpress | Mouser | newark.com,AliExpress,voron-trident voron-switchwire optional-parts,current,3,X (Pinda),https://s.click.aliexpress.com/e/_DBxCtJf,https://www.aliexpress.com/item/2251832663198775.html | https://www.mouser.com/ProductDetail/Omron-Automation-and-Safety/TL-Q5MC2?qs=%2Fha2pyFadujGSyouhW07bDypqQHk8q5KtPum7PUL424%3D | https://www.newark.com/omron-industrial-automation/tl-q5mc2/rect-prx-5mm-npn-nc-unsh/dp/38B1174 | https://s.click.aliexpress.com/e/_DlxY7KJ
partial,electronics.small-12v-psu-for-lights-etc-for-24v-builds,"Small 12v PSU for Lights, etc for 24v Builds",Electronics,,2,1,1,0,Digi-Key,Digi-Key,optional-parts,current,1,,https://www.digikey.com/product-detail/en/mean-well-usa-inc/RS-35-12/1866-4146-ND/7706181,https://www.digikey.com/product-detail/en/mean-well-usa-inc/RS-25-12/1866-4140-ND/7706175
partial,extruder.complete-bmg-extruder-clone,Complete BMG Extruder Clone,Extruder,,15,11,4,0,AliExpress | Bondtech | Filastruder | Printed Solid,AliExpress | Amazon | filamentone.com,voron-trident voron-0.2 stealthburner afterburner voron-m4 mobius-3.1 jetpack voron-0 voron-0.1 voron-1.8,current legacy,10,<< only the TL clones and genuine Bondtech are known to have good machining,https://www.aliexpress.com/item/32917029058.html | https://s.click.aliexpress.com/e/_d8khc8c | https://smile.amazon.com/Bowden-Extruder-Universal-Geared-Printer/dp/B08KP189KN | https://www.filamentone.com/products/bondtech-drivegear-kit-1-75-5-0?_pos=11&_sid=f893ca158&_ss=r,https://www.bondtech.se/en/product/drivegear-kits | https://www.filastruder.com/collections/bondtech/products/drivegear-kit | https://s.click.aliexpress.com/e/_dY14nbA | https://www.aliexpress.com/item/32907327548.html | https://s.click.aliexpress.com/e/_AU7ik2 | https://www.aliexpress.com/item/4000021186440.html | https://www.aliexpress.com/item/2255799834871688.html | https://s.click.aliexpress.com/e/_dS7fWDW | https://www.aliexpress.com/item/32947193804.html | https://www.filastruder.com/products/bondtech-bmg-internals-set?_pos=1&_sid=8f05bd81a&_ss=r | https://www.printedsolid.com/products/bondtech-bmg-extruder
partial,fasteners.10x16x0-2-shim-ring,10x16x0.2 Shim Ring,Fasteners,DIN 988,3,2,1,0,AliExpress | McMaster-Carr,AliExpress,voron-2.2,legacy,1,,https://www.aliexpress.com/item/33009726442.html,https://www.aliexpress.com/item/32918722399.html | https://www.mcmaster.com/98055A119/
partial,fasteners.5x10x0-5-shim-ring,5x10x0.5 Shim Ring,Fasteners,DIN 988,3,2,1,0,AliExpress | McMaster-Carr,AliExpress,voron-2.2,legacy,1,,https://www.aliexpress.com/item/32922422551.html,https://www.aliexpress.com/item/32917948919.html | https://www.mcmaster.com/98055A098/
partial,fasteners.m2x10-self-tapping-screw-for-plastics,M2x10 Self Tapping Screw for Plastics,Fasteners,,6,5,1,0,AliExpress | Amazon | McMaster-Carr,AliExpress,voron-2.4 voron-trident voron-0.2 voron-switchwire stealthburner voron-0 voron-0.1,current legacy,7,,https://www.aliexpress.com/item/32748428213.html,https://www.aliexpress.com/item/33043885403.html | https://www.mcmaster.com/99397A267/ | https://amzn.to/2JFQPSK | https://s.click.aliexpress.com/e/_d6tILYa | https://www.amazon.com/dp/B012THLK1E
partial,fasteners.m2x12-self-tapping-screw-for-plastics,M2x12 Self Tapping Screw for Plastics,Fasteners,,2,1,1,0,McMaster-Carr,AliExpress,mobius-3.1 voron-1.8 voron-2.2,legacy,3,,https://www.aliexpress.com/item/32748428213.html,https://www.mcmaster.com/99397A269/
partial,fasteners.m2x8-self-tapping-screw-for-plastics,M2x8 Self Tapping Screw for Plastics,Fasteners,,2,1,1,0,McMaster-Carr,AliExpress,voron-2.2,legacy,1,,https://s.click.aliexpress.com/e/3m3KoEoY,https://www.mcmaster.com/99397A264/
partial,fasteners.m3-hammer-head-t-nuts,M3 Hammer Head T-Nuts,Fasteners,,2,1,1,0,Amazon,AliExpress,voron-2.4 voron-trident,current,2,,https://www.aliexpress.com/item/33023248880.html,https://www.amazon.com/dp/B07SDFCTD4
partial,fasteners.m5-hexnut,M5 Hexnut,Fasteners,ISO 4033 / DIN 934,3,2,1,0,Bolt Depot,AliExpress,voron-2.4 voron-0 voron-1.8 voron-2.2,current legacy,4,,https://s.click.aliexpress.com/e/_dTGSCls,https://www.boltdepot.com/Product-Details.aspx?product=4785 | https://www.boltdepot.com/Metric_hex_nuts_Stainless_steel_18-8_(A-2).aspx
partial,filament.primary-color-black,Primary Color (Black),Filament,,2,1,1,0,Paramount 3D,villageplastics.com,voron-2.4 voron-trident voron-switchwire voron-m4 mobius-3.1 voron-1.8 voron-1.6.2 voron-2.2,current legacy,8,,https://www.villageplastics.com/product/abs,https://www.paramount-3d.com/product-page/absblack
partial,filament.secondary-color-red,Secondary Color (Red),Filament,,3,2,1,0,Amazon | Paramount 3D,villageplastics.com,voron-2.4 voron-trident voron-switchwire voron-m4 mobius-3.1 voron-1.8 voron-1.6.2 voron-2.2,current legacy,8,,https://www.villageplastics.com/product/abs,https://www.paramount-3d.com/product-page/abs-pantone-enzo-red-485c-1-75mm-1kg-filament-trrl3020485c | https://www.amazon.com/dp/B00J0HB1YI
partial,frame.makerbeam-xl-15x15-200mm,Makerbeam XL 15x15 200mm,Frame,,4,1,3,0,Amazon,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://s.click.aliexpress.com/e/_A6swSt | https://s.click.aliexpress.com/e/_dWk7zQ2 | https://www.aliexpress.com/item/4000924320262.html,https://amzn.to/3aHQ2M1
partial,hardware.m2-nut,M2 Nut,Hardware,ISO 4033 / DIN 934,2,1,1,0,Bolt Depot,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://s.click.aliexpress.com/e/_d8iqkZ0,https://www.boltdepot.com/Metric_hex_nuts_Stainless_steel_18-8_(A-2).aspx
partial,hardware.m2x8mm-self-tapping-screw,M2x8mm Self Tapping Screw,Hardware,,2,1,1,0,McMaster-Carr,AliExpress,jetpack,legacy,1,,https://www.aliexpress.com/item/32748428213.html,https://www.mcmaster.com/99397A264/
partial,hardware.m3x25-bhcs,M3x25 BHCS,Hardware,ISO 7380-1,2,1,1,0,Bolt Depot,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://s.click.aliexpress.com/e/_dYUPJWe,https://www.boltdepot.com/Product-Details.aspx?product=18942
partial,hardware.m3x35-bhcs,M3x35 BHCS,Hardware,ISO 7380-1,2,1,1,0,Bolt Depot,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://www.aliexpress.com/item/32932033872.html,https://www.boltdepot.com/Metric_socket_button_head_Class_12.9_alloy_steel_black_oxide_finish_3mm_x_0.5mm.aspx
partial,hardware.m3x40-bhcs,M3x40 BHCS,Hardware,ISO 7380-1,2,1,1,0,Bolt Depot,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://www.aliexpress.com/item/32932033872.html,https://www.boltdepot.com/Product-Details.aspx?product=15294
partial,hardware.m3x6mm-set-screw,M3x6mm Set Screw,Hardware,,3,2,1,0,Bolt Depot | McMaster-Carr,AliExpress,jetpack,legacy,1,,https://www.aliexpress.com/item/32580033189.html,https://www.boltdepot.com/Product-Details.aspx?product=8828 | https://www.mcmaster.com/91390A100/
partial,hardware.makerbeam-xl-m3-t-nut,Makerbeam XL M3 t-nut,Hardware,,3,2,1,0,Amazon,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://s.click.aliexpress.com/e/_dWBgQGQ,https://amzn.to/2UKJlnQ | https://amzn.to/2YdtWOV
partial,kits.voron-v0-1-kit-ldo,Voron V0.1 Kit - LDO,Kits,,2,1,1,0,mnlasercutting.com,Printed Solid,voron-0.2 voron-0.1,current legacy,2,,https://www.printedsolid.com/collections/voron-collection/products/ldo-voron-v0-1-printer-kit?variant=39760894918741,https://mnlasercutting.com/shop/p/voron-zero-ldo-kit
partial,misc.bowden-coupler-for-4mm-od-tube,Bowden Coupler (for 4mm OD tube),Misc,,2,1,1,0,McMaster-Carr,E3D,voron-2.4,current,1,,https://e3d-online.com/products/threaded-bowden-coupling,https://www.mcmaster.com/5449K171/
partial,misc.bowden-tube,Bowden Tube,Misc,,3,1,2,0,AliExpress,AliExpress,voron-trident mobius-3.1 voron-1.8 voron-2.2,current legacy,4,,https://www.aliexpress.com/item/32433845259.html | https://www.aliexpress.com/item/32811240720.html,https://www.aliexpress.com/item/1005001408141263.html
partial,misc.bowden-tube-4mm-od-id-depends-on-extruder-type,"Bowden Tube (4mm OD, ID depends on extruder type)",Misc,,2,1,1,0,AliExpress,AliExpress,voron-2.4,current,1,,https://www.aliexpress.com/item/32811240720.html,https://www.aliexpress.com/item/1005001408141263.html
partial,misc.john-guest-bowden-coupling-1-8-bspp-4mm-tubing,"John Guest Bowden Coupling (1/8"" BSPP, 4mm Tubing)",Misc,,2,1,1,0,Filastruder,E3D,jetpack,legacy,1,,https://e3d-online.com/threaded-bowden-coupling,https://www.filastruder.com/products/bowden-couplings-all-types?variant=21285997380
partial,misc.little-rubber-feet-14x11x9mm,Little Rubber Feet (14x11x9mm),Misc,,2,1,1,0,AliExpress,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://www.aliexpress.com/item/32757667021.html,https://s.click.aliexpress.com/e/_A8ySFU
partial,misc.ptfe-tube,PTFE Tube,Misc,,2,1,1,0,AliExpress,AliExpress,stealthburner,current,1,,https://www.aliexpress.com/item/32811240720.html,https://www.aliexpress.com/item/1005001408141263.html
partial,motion.8mm-t8x8-trapezoidal-acme-lead-screw-200mm-8mm-lead,8mm T8x8 Trapezoidal ACME Lead Screw 200mm (8mm lead),Motion,,2,1,1,0,AliExpress,AliExpress,voron-0,legacy,1,,https://s.click.aliexpress.com/e/_d61Z1GI,https://s.click.aliexpress.com/e/_dXySUv6
partial,motion.f623-rs-bearing,F623-RS Bearing,Motion,,3,2,1,0,AliExpress,AliExpress,voron-0.2 voron-0 voron-0.1,current legacy,3,,https://s.click.aliexpress.com/e/_d8ZR3hm,https://s.click.aliexpress.com/e/_AOxtwP | https://s.click.aliexpress.com/e/_d6E3oIC
partial,motion.gt2-20t-6mm-wide-pulley-5mm-bore,GT2 20T (6mm wide) Pulley (5mm bore),Motion,,6,4,2,0,AliExpress,AliExpress | SDP/SI,voron-2.4 voron-trident voron-0.2 voron-switchwire voron-m4 mobius-3.1 voron-0 voron-0.1 voron-1.8 voron-2.2,current legacy,10,included in kit,https://www.aliexpress.com/item/1730027940.html | https://shop.sdp-si.com/catalog/product?id=A+6R51M094060,https://www.aliexpress.com/item/32226562320.html | https://s.click.aliexpress.com/e/_AqN4lx | https://s.click.aliexpress.com/e/E1Y0mkUu | https://s.click.aliexpress.com/e/_dYtoM9A
partial,motion.gt2-20t-6mm-wide-toothed-idler-5mm-bore,GT2 20T (6mm wide) Toothed Idler (5mm bore),Motion,,3,2,1,0,AliExpress | Filastruder,E3D,voron-2.4 voron-trident voron-1.8,current legacy,3,,https://e3d-online.com/gates-powergripr-toothed-idler-6mm,https://www.aliexpress.com/item/32726309946.html | https://www.filastruder.com/products/gates-2gt-idler
partial,motion.gt2-20t-9mm-wide-toothed-idler-5mm-bore,GT2 20T (9mm wide) Toothed Idler (5mm bore),Motion,,3,2,1,0,AliExpress | Filastruder,E3D,voron-2.4,current,1,,https://e3d-online.com/gates-powergrip-toothed-idler-9mm,https://www.aliexpress.com/item/32750492452.html | https://www.filastruder.com/products/gates-2gt-idler
partial,motion.gt2-belt-loop-6mm-wide-188mm,GT2 Belt Loop (6mm wide) - 188mm,Motion,,3,2,1,0,AliExpress,SDP/SI,voron-2.4 voron-m4 mobius-3.1 voron-2.2,current legacy,4,,https://shop.sdp-si.com/catalog/product?id=A+6R51M094060,https://www.aliexpress.com/item/4000034021834.html | https://s.click.aliexpress.com/e/ripvAfVQ
partial,motion.gt2-open-belt-ll-2gt-6-6mm-wide,GT2 Open Belt LL-2GT-6 (6mm wide),Motion,,3,1,2,0,AliExpress,AliExpress | SDP/SI,voron-trident voron-1.8,current legacy,2,,https://www.aliexpress.com/item/4000939602453.html | https://shop.sdp-si.com/catalog/product?id=A_6R51MC060,https://www.aliexpress.com/item/32853559638.html
partial,motion.gt2-open-belt-ll-2gt-6-6mm-wide-1500mm,GT2 Open Belt LL-2GT-6 (6mm wide) - 1500mm,Motion,,3,2,1,0,AliExpress,SDP/SI,voron-switchwire,current,1,,https://shop.sdp-si.com/catalog/product?id=A_6R51MC060,https://s.click.aliexpress.com/e/2pncOJKs | https://www.aliexpress.com/item/32987817703.html
partial,motion.gt2-open-belt-ll-2gt-6-6mm-wide-length-dependant-on-config,GT2 Open Belt LL-2GT-6 (6mm wide) - Length Dependant on Config,Motion,,4,2,2,0,AliExpress,AliExpress | SDP/SI,voron-2.4 voron-2.2,current legacy,2,,https://shop.sdp-si.com/catalog/product?id=A_6R51MC060 | https://www.aliexpress.com/item/32991919681.html,https://www.aliexpress.com/item/32853559638.html | https://www.aliexpress.com/item/32987817703.html
